legal ref nr,Formality_name,LGSL_ID,Legislation,Numeric_Admins,New code?
1440002,Safety certificates for sports grounds (1440002),842,Safety Of Sports Grounds (Northern Ireland) Order 2006,4,842-4-1
1440301,Safety certificates for sports grounds (1440301),842,Safety of Sports Grounds Act 1975 (c- 52),6,842-6-1
1440302,Safety certificates for sports grounds (1440302),842,Safety Of Sports Grounds (Northern Ireland) Order 2006,4,842-4-1
1790001,Weighbridge operator certificate (1790001),843,Weights and Measures Act 1985,6,843-6-1
1790301,Weighbridge operator certificate (1790301),843,Weights and Measures Act 1985,6,843-6-1
1160001,Premises licence (1160001),860,Licensing Act 2003,5,860-5-1
1160301,Premises licence (1160301),860,Licensing Act 2003,5,860-5-1
1170001,Premises licence (1170001),860,Licensing (Scotland) Act 2005,3,860-3-1
1170301,Premises licence (1170301),860,Licensing (Scotland) Act 2005,3,860-3-1
990002,Motor salvage operator registration (990002),866,Vehicles (Crime) Act 2001,5,866-5-1
990302,Motor salvage operator registration (990302),866,Vehicles (Crime) Act 2001,5,866-5-1
710001,House in multiple occupation licence (710001),898,Housing Act 2004,5,898-5-1
710002,House in multiple occupation licence (710002),898,Housing (Scotland) Act 2006,3,898-3-1
710003,House in multiple occupancy (710003),898,Housing(Northern Ireland) Order 2003,4,898-4-1
710301,House in multiple occupation licence (710301),898,Housing Act 2004,5,898-5-1
710302,House in multiple occupation licence (710302),898,"Government (Scotland) Act 1982, Section 44 and SSI 2000/177 and SSI 2003/463- ",3,898-3-1
1300001,Application for the Early Years Register: childcare provider on domestic or non-domestic premises (1300001),920,Childcare Act 2006,1,920-1-1
1300002,Day nurseries (1300002),920,part XA of the Children Act 1989,2,920-2-1
1300003,Day nurseries (1300003),920,Regulation of Care (Scotland) Act 2001,3,920-3-1
1300004,Day care facilities for under 12s (1300004),920,Children (NI) Order 1995,4,920-4-1
130000423,Day care facilities for under 12s (130000423),920,Children (NI) Order 1995,4,920-4-1
130000424,Day care facilities for under 12s (130000424),920,Children (NI) Order 1995,4,920-4-1
130000425,Day care facilities for under 12s (130000425),920,Children (NI) Order 1995,4,920-4-1
130000426,Day care facilities for under 12s (130000426),920,Children (NI) Order 1995,4,920-4-1
130000427,Day care facilities for under 12s (130000427),920,Children (NI) Order 1995,4,920-4-1
610001,Knife dealer licence (610001),1067,Section 27A and Schedule 1 of Civic Government Act 1982,3,1067-3-1
800001,Itinerant metal dealer licence (800001),1067,"Civic Government (Scotland) Act 1982, Section 32",3,1067-3-2
800301,Itinerant metal dealer licence (800301),1067,"Civic Government (Scotland) Act 1982, Section 32",3,1067-3-2
970001,Metal dealer licence (970001),1067,"Civic Government (Scotland) Act 1982, Section 28, 29",3,1067-3-3
970301,Metal dealer licence (970301),1067,"Civic Government (Scotland) Act 1982, Section 28, 29",3,1067-3-3
1930001,Dispensation to allow the display of fireworks late at night (1930001),1068,Fireworks (Scotland) Regulations 2004,3,1068-3-1
1930301,Dispensation to allow the display of fireworks late at night (1930301),1068,Fireworks (Scotland) Regulations 2004,3,1068-3-1
1040001,Occasional licence (1040001),1071,Licensing (Scotland) Act 2005,3,1071-3-1
1040301,Occasional licence (1040301),1071,Licensing (Scotland) Act 2005,3,1071-3-1
1620001,Temporary event notice (1620001),1071,Licensing Act 2003,5,1071-5-1
1620301,Temporary event notice (1620301),1071,Licensing Act 2003,5,1071-5-1
1090001,Performing animals registration (1090001),1077,Performing Animals (Regulation) Act 1925,6,1077-6-1
1090301,Performing animals registration (1090301),1077,Performing Animals (Regulation) Act 1925,6,1077-6-1
1800001,Window cleaner (1800001),1078,"Civic Government (Scotland) Act 1982, Section 43-",3,1078-3-1
1800301,Window cleaner (1800301),1078,"Civic Government (Scotland) Act 1982, Section 43-",3,1078-3-1
280001,Camp site licence (280001),1108,Public Health Act 1936,5,1108-5-1
280301,Camp site licence (280301),1108,Public Health Act 1936,5,1108-5-1
730001,Hypnotism permit (730001),1160,Hypnotism Act 1952,6,1160-6-1
730301,Hypnotism permit (730301),1160,Hypnotism Act 1952,6,1160-6-1
1000001,National registration scheme for private landlords (1000001),1161,Antisocial Behaviour etc- (Scotland) Act 2004,3,1161-3-1
1000301,National registration scheme for private landlords (1000301),1161,Antisocial Behaviour etc- (Scotland) Act 2004,3,1161-3-1
10001,Actuaries (10001),1163,See remarks,6,1163-6-1
1290001,Adult placement (1290001),1164,Care Standards Act 2000,1,1164-1-1
1290002,Adult placement (1290002),1164,tbd,2,1164-2-1
1290003,Adult placement service (1290003),1164,Regulation of Care (Scotland) Act 2001,3,1164-3-1
1290004,Adult placement (1290004),1164,Adult Placement Agencies Regulations (Northern Ireland) 2007,4,1164-4-1
30001,Adventure Activities Licence (30001),1165,Adventure Activities Licensing Regulations SI 2004/1309,6,1165-6-1
60001,Air travel organiser's licence (ATOL) (60001),1168,Civil Aviation (Air Travel Organisers' Licensing) Regulations SI 1995/1054,7,1168-7-1
130001,Animal by-products approval (130001),1173,Regulation (EC) No- 1774/2002 (the 'EU Animal By-Products Regulation'),5,1173-5-1
130002,Animal by-products approval (130002),1173,"Animal By-Products Regulations, (NI) 2003-",4,1173-4-1
130003,Animal by-products approval (130003),1173,Regulation (EC) No- 1774/2002 (the 'EU Animal By-Products Regulation'),3,1173-3-1
140501,Animal transport authorisation (long/short) (140501),1174,EU 1/2005 Welfare of Animals During Transport and Related Operations,4,1174-4-1
141001,"Animal transport, long journey vehicle approval (141001)",1175,EU 1/2005 Welfare of Animals During Transport and Related Operations,4,1175-4-1
671001,Money laundering registration of estate agents (671001),1177,Money Laundering Regulations 2007,7,1177-7-1
673001,Money laundering registration by professional bodies (673001),1177,Money Laundering Regulations 2007,7,1177-7-2
160001,Approval of course leading to external qualification (160001),1178,Sections 96 and 98 of the Learning and Skills Act 2000,1,1178-1-1
160002,Approval of course leading to external qualification (160002),1178,"Sections 96, 97 and 99 Learning and Skills Act 2000",2,1178-2-1
160003,Approval of course leading to external qualification (160003),1178,Education (Scotland) Act (1996),3,1178-3-1
160004,Approval of course leading to external qualification (160004),1178,Education (Northern Ireland) Order 1998,4,1178-4-1
170001,Approval of independent school inspectorates (170001),1179,Section 162A Education Act 2002,1,1179-1-1
170002,Approval of independent school inspector (170002),1179,Section 163 Education Act 2002,2,1179-2-1
181001,Approval of meat plants with veterinary attendance (181001),1180,Approved Premises Licence under 853/2004,6,1180-8-1
181002,Approval of meat plants with veterinary attendance (181002),1180,Article 6 (3) of Regulation (EC) No 852/2004,4,1180-4-1
1240001,Architect (1240001),1181,Architects Act 1997,7,1181-7-1
220001,Authorisation to undertake audit work (220001),1184,"Companies Act 2006, Part 42",7,1184-7-1
22000134,Authorisation for a firm to undertake UK audit work (22000134),1184,"Companies Act 2006, Part 42",7,1184-7-2
22000135,Authorisation to undertake audit work (22000135),1184,"Companies Act 2006, Part 42",7,1184-7-1
22000137,Authorisation to undertake audit work (22000137),1184,"Companies Act 2006, Part 42",7,1184-7-1
22000156,Audit registration (22000156),1184,Companies Act 2006,7,1184-7-3
230001,Barrister (230001),1185,(Lawyer's Practice) Regulations 2000; European Communities (Recognition of Professional Qualifications) Regulations 2007,5,1185-5-1
230002,Advocate (230002),1185,the Faculty of Advocates rules,3,1185-3-1
230003,Barrister (230003),1185,tbd,4,1185-4-1
261501,"Builder, competent person accreditor (261501)",1186,"Building Act Competent Person Building Regulations 2000 (SI 2531/2000) as amended by the Building (Amendment) Regulations 2001 (SI 3335/2001) and the Building (Amendment) Regulations 2002 (SI 440/2002) using powers in Schedule 1, para 4(a) of the Building",5,1186-5-1
262001,Buildings: Indvidual and corporate approved inspectors (262001),1187,Building Act 1984 Part II & The Building (Approved Inspectors etc-) Regulations 2000,5,1187-5-1
260001,Application for Business Boat Licence (260001),1188,Transport Act 1962 (Section 43) & British Waterways Act 1995 (Section 17),6,1188-6-1
310001,Chemical supply and storage (pesticide spraying etc) (310001),1190,Control Of Pesticides Regulations 1986  and Control of pesticides (Amendment) Regulations 1997,6,1190-6-1
310002,Chemical supply and storage (pesticide spraying etc) (310002),1190,"Control of Pesticides Regulations (NI) 1987(as amended);  Plant Protection Products Regulations (NI) 2005 (as amended)
",4,1190-4-1
320001,Childminder (320001),1191,part XA of the Children Act 1989,2,1191-2-1
320002,Application for the Early Years Register: childminder (320002),1191,Childcare Act 2006,1,1191-1-1
320003,Childminder (320003),1191,Regulation of Care (Scotland) Act 2001,3,1191-3-1
320004,Childminder (320004),1191,Children's (NI) Order 1995,4,1191-4-1
1840001,Approval of Home Child Carers (1840001),1191,Tax Credits (Approval of Home Childcarer Providers) Scheme (Northern Ireland) 2006 SR 2006 No 64,4,1191-4-2
32000423,Childminder (32000423),1191,Children's (NI) Order 1995,4,1191-4-1
32000424,Childminder (32000424),1191,Children's (NI) Order 1995,4,1191-4-1
32000425,Childminder (32000425),1191,Children (NI) Order 1995,4,1191-4-1
32000426,Childminder (32000426),1191,Children (NI) Order 1995,4,1191-4-1
32000427,Childminder (32000427),1191,Children (NI) Order 1995,4,1191-4-1
340001,Claims management (340001),1192,Compensation Act 2006,7,1192-7-1
360001,Company registration (360001),1194,"Companies Act 1986 and Companies Act 2006, Various EC Regulations/Directives",7,1194-7-1
400001,Licensed Conveyancers (400001),1197,Administration of Justice Act 1985 & Legal Services Act 2007,5,1197-5-1
400002,Conveyancers (400002),1197,Law Reform (Miscellaneous Provisions) (Scotland) Act 1990,3,1197-3-1
440001,Discharge of trade effluent permit (440001),1201,Water Industry Act 1991,5,1201-5-1
460001,Protected wreck site licences (460001),1203,Protection of Wrecks Act 1973,1,1203-1-1
460002,Diving a designated wreck (460002),1203,Protection of Wrecks Act 1973,4,1203-4-1
460003,Diving a designated wreck (460003),1203,Protection of Wrecks Act 1973,3,1203-3-1
460004,Diving a designated wreck (460004),1203,Protection of Wrecks Act 1973,2,1203-2-1
1310001,Domiciliary care agencies (1310001),1204,Care Standards Act 2000,1,1204-1-1
1310002,Domiciliary care agencies (1310002),1204,tbd,2,1204-2-1
1310003,Care at home services (1310003),1204,Regulation of Care (Scotland) Act 2001,3,1204-3-1
1310004,Domiciliary care agencies (1310004),1204,tbd,4,1204-4-1
480001,Approved Driving Instructor (480001),1205,Road Traffic Act 1988,6,1205-6-1
480002,Approved Driving Instructor (480002),1205,tbd,4,1205-4-1
481001,Emissions trading scheme (481001),1207,Greenhouse Gas Emissions Trading Scheme (E&W) Regulations 2005,5,1207-5-1
481002,Emissions trading scheme (481002),1207,Greenhouse Gas Emissions Trading Scheme (Scotland) Regulations 2005,3,1207-3-1
481003,Emissions trading scheme (481003),1207,Greenhouse Gas Emissions Trading Scheme (NI) Regulations 2005,4,1207-4-1
491001,Energy assessor (491001),1209,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1209-5-1
491002,Energy assessor (491002),1209,"Energy Performance of Buildings (Scotland) Regulations 2008,The Energy Performance of Buildings (Scotland) Amendment Regulations 2008",3,1209-3-1
491003,Energy assessor (491003),1209,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1209-4-1
500001,Environmental permitting (500001),1210,"Environmental Permitting (England and Wales) Regulations, 2010",5,1210-5-1
500301,Environmental permitting (500301),1210,"Environmental Permitting (England and Wales) Regulations, 2010",5,1210-5-1
401001,Executry practitioners (401001),1211,Law Reform (Miscellaneous Provisions) (Scotland) Act 1990,3,1211-3-1
570001,Registration of Farriers (570001),1213,Farriers (Registration) Act 1975,7,1213-7-1
1360001,Gas appliances or fittings work (1360001),1214,Gas Safety (Installation and Use) Regulations SI 1998/2451,6,1214-6-1
620001,Gas shipper (620001),1215,Gas Act 1986,6,1215-6-1
620002,Gas shipper (620002),1215,Energy Order (NI) 2003,4,1215-4-1
630001,Gas supplier (630001),1216,Gas Act 1986,6,1216-6-1
630002,Gas supplier (630002),1216,Energy Order (NI) 2003,4,1216-4-1
640001,Gas transporter (640001),1217,Gas Act 1986,6,1217-6-1
640002,Gas transporter (640002),1217,Energy Order (NI) 2003,4,1217-4-1
650002,"Generation, transmission, distribution and supply of electricity (650002)",1218,Energy Order (NI) 2003,4,1218-4-1
770001,Registration of Independent school (770001),1222,Section 158 of the Education Act 2002,1,1222-1-1
770002,Independent school standards (770002),1222,"Part X Education Act 2002, Independent School Standards (Wales) Regulations 2003 (SI 2003/3234)",2,1222-2-1
770003,Registration of Independent school (770003),1222,"Sections 98 to 103A Education (Scotland) Act 1980, as amended",3,1222-3-1
770004,Application for Registration of an Independent School (770004),1222,Education and Libraries Order 1986 - Articles 38 to 43 and Independent Schools 1974 Regulations-,4,1222-4-1
750001,Application to register as a children's social care provider: children's home (750001),1223,Care Standards Act 2000,1,1223-1-1
750002,Independent school (children's home) (750002),1223,Care Standards Act 2000,2,1223-2-1
210002,Insolvency practitioner (210002),1225,Insolvency Practitioners Regulations 2005,5,1225-5-1
210003,Insolvency practitioner (210003),1225,Art 351 Insolvency (NI) Order 1989,4,1225-4-1
21000212,Insolvency practitioner (21000212),1225,Insolvency Practitioners Regulations 2005,5,1225-5-1
21000220,Insolvency practitioner (21000220),1225,Art 351 Insolvency (NI) Order 1989,4,1225-4-1
21000234,Insolvency practitioner licence (21000234),1225,Insolvency Practitioners Regulations 2005,7,1225-7-1
21000235,Insolvency practitioner (21000235),1225,Art 351 Insolvency (NI) Order 1989,4,1225-4-2
21000236,Insolvency practitioner (21000236),1225,Insolvency Practitioners Regulations 2005,7,1225-7-2
21000237,Insolvency practitioner (21000237),1225,Insolvency Practitioners Regulations 2005,7,1225-7-3
21000238,Insolvency practitioner (21000238),1225,Insolvency Practitioners Regulations 2005,5,1225-5-2
21000256,Insolvency practitioner authorisation (21000256),1225,Insolvency Act 1986,7,1225-7-4
21000265,Insolvency practitioner (21000265),1225,Insolvency Practitioners Regulations 2005,3,1225-3-1
21000331,Insolvency practitioner (21000331),1225,Art 351 Insolvency (NI) Order 1989,4,1225-4-2
810001,Laser or intense pulsed light treatment (810001),1227,Care Standards Act 2000,1,1227-1-1
810002,Laser or intense pulsed light treatment (810002),1227,Care Standards Act,2,1227-2-1
810004,Laser or intense pulsed light treatment (810004),1227,tbd,4,1227-4-1
830001,Law costs draftsmen (830001),1228,Association of Law Costs Draftsmen Order 2006 (S-I- 2006 no 3333),5,1228-5-1
840001,Fellow of the Institute of Legal Executives (840001),1229,Legal Services Act 2007,5,1229-5-1
850001,Disposal of dredged material at sea (850001),1230,Food and Environment Protection Act 1985 Part II,5,1230-5-1
850002,Licence to dispose of waste in the sea (850002),1230,"The Marine (Scotland) Act 2010, Part 4 Marine Licensing",3,1230-3-1
850003,Depositing material at sea licence (FEPA) (850003),1230,"Food and Environment Protection Act 1985 (FEPA) Part II, Deposits in the Sea",4,1230-4-1
860001,Licence to kill or take certain birds and animals (860001),1231,Wildlife and Countryside Act 1981,1,1231-1-1
860002,Licence to kill or take certain birds and animals (860002),1231,Wildlife and Countryside Act 1981,2,1231-2-1
860003,Protected species licensing (860003),1231,"Wildlife and Countryside Act 1981, Protection of Badgers Act 1992, Conservation (Natural Habitats &c-) Regulations 1994",3,1231-3-1
860004,Wildlife licence  (860004),1231,Wildlife (Northern Ireland) Order 1985,4,1231-4-1
861001,Licence to kill or take certain birds and animals outside 12 mile limit (861001),1231,"Offshore Marine Conservation (Natural Habitats, &c-) Regulations 2007",7,1231-7-1
880001,Listed veterinary nurse (880001),1233,Veterinary Surgeons Act 1966,7,1233-7-1
910001,Marine works consent (910001),1235,Section 34 of the Coast Protection Act 1949 (as amended by Section 36 of the Merchant Shipping Act 1988 and the Energy Act 2004),5,1235-5-1
910002,Marine works consent (910002),1235,"The Marine (Scotland) Act 2010, Part 4 Marine Licensing",3,1235-3-1
910003,"Marine construction works, land reclamation,beach replenishment licence (FEPA) (910003)",1235,"Food and Environment Protection Act 1985 (FEPA) Part II, Deposits in the Sea",4,1235-4-1
651001,Guard dog kennels (651001),1236,"Dogs (Northern Ireland) Order 1983, Section 10",4,1236-4-1
651301,Guard dog kennels (651301),1236,"Dogs (Northern Ireland) Order 1983, Section 10",4,1236-4-1
890002,"Local air pollution control authorisation (LAPPC), Part C (890002)",1237,Pollution prevention and control regulations (NI) 2003 and relevant amending legislation,4,1237-4-1
890302,"Local air pollution control authorisation (LAPPC), Part C (890302)",1237,Pollution prevention and control regulations (NI) 2003 and relevant amending legislation,4,1237-4-1
980001,MOT testing authorisation (980001),1239,Road Traffic Act 1988,7,1239-7-1
1020001,Register as Number Plate Suppliers (1020001),1241,Vehicles (Crime) Act 2001,7,1241-7-1
510001,Estate agency (510001),1242,"Consumers, Estate Agents and Redress Act 2007",7,1242-7-1
51000130,Estate agency (51000130),1242,"Consumers, Estate Agents and Redress Act 2007",7,1242-7-1
51000131,Estate agency (51000131),1242,"Consumers, Estate Agents and Redress Act 2007",7,1242-7-1
1180001,Processing personal data (1180001),1245,Data Protection Act 1998,7,1245-7-1
1190001,Quarantine kennel (1190001),1246,EC Regulation No- 998/2003,6,1246-6-1
1370001,Reporting of pollution inventory data (part of EPR) (1370001),1250,Radioactive Substances Act 1993 + Water Industries Act 1991 Pollution Prevention and Control Legislation,5,1250-5-1
1370002,Reporting of pollution inventory data (1370002),1250,Pollution Prevention and Control (Scotland) Regulations 2000,3,1250-3-1
1370003,Reporting of pollution inventory data (1370003),1250,Pollution Prevention & Control Regulations (NI) 2003 (S-R-2003 No-46),4,1250-4-1
1320001,Registration as a children's home (1320001),1251,Care Standards Act 2000,1,1251-1-1
1320002,Residential care homes (1320002),1251,Regulation of Care (Scotland) Act 2001,3,1251-3-1
1320003,Residential care homes (1320003),1251,Care Standards Act 2000 / The Care Homes (Wales) Regulations,2,1251-2-1
1320004,Residential care homes (1320004),1251,"Health and Personal Social Services (Quality, Improvement and Regulation) (Northern Ireland) Order 2003",4,1251-4-1
1330001,Application to register as a children's social care provider: residential family centre (1330001),1252,Care Standards Act 2000,1,1252-1-1
1330002,Residential family centre (1330002),1252,tbd,2,1252-2-1
1330004,Residential family centre (1330004),1252,tbd,4,1252-4-1
1410001,Road/street works operative (1410001),1254,Street Works (Qualifications of Supervisors and Operatives) Regulations 1992-,7,1254-7-1
1420001,Road/street works supervisor (1420001),1255,Street Works (Qualifications of Supervisors and Operatives) Regulations 1992-,7,1255-7-1
1430001,Safety certificates for regulated stands at sports grounds (1430001),1256,Part III of the Fire Safety and Safety of Places of Sport Act 1987 (c-27),6,1256-6-1
1430002,Safety certificates for regulated stands at sports grounds (1430002),1256,Safety Of Sports Grounds (Northern Ireland) Order 2006,4,1256-4-1
1430301,Safety certificates for regulated stands at sports grounds (1430301),1256,Part III of the Fire Safety and Safety of Places of Sport Act 1987 (c-27),6,1256-6-1
1430302,Safety certificates for regulated stands at sports grounds (1430302),1256,Safety Of Sports Grounds (Northern Ireland) Order 2006,4,1256-4-1
1450002,School approved for special needs (1450002),1257,Section 347 Education Act 1996,2,1257-2-1
1530001,Slaughterman  (1530001),1258,Welfare of Animals (Slaughter or Killing) Regulations 1995 (No- 731),6,1258-6-1
1530002,Slaughterman  (1530002),1258,European Communities Act 1972 and also The Welfare of Animals (Slaughter or Killing) Regulations (Northern Ireland) 1996,4,1258-4-1
1531001,Social landlords (1531001),1259,Housing Act 1996,5,1259-5-1
1531002,Social landlords (1531002),1259,tbd,3,1259-3-1
1531003,Social landlords (1531003),1259,Private Tenancies (NI) Order 2006,4,1259-4-1
1540001,Solicitor (1540001),1260,Legal Services Act 2007,5,1260-5-1
1540002,Solicitor (1540002),1260,"Legal Aid & Solicitors (Scotland) Act in 1949, Solicitors (Scotland) Act 1980-",3,1260-3-1
1540003,Solicitor (1540003),1260,1976 Solicitors (Northern Ireland) Order,4,1260-4-1
1560004,Special school approval (1560004),1262,tbd,4,1262-4-1
1330003,Support services providing day care to adults (1330003),1263,Regulation of Care (Scotland) Act 2001,3,1263-3-1
1640001,Transportation & supply of water (1640001),1265,Water Industry Act 1991 (c- 56),5,1265-5-1
1640002,Transportation & supply of water (1640002),1265,Water Industry Act 1991 (c- 56),4,1265-4-1
1340001,Veterinary surgeon (1340001),1268,Veterinary Surgeons Act 1966,7,1268-7-1
1710001,Waste broker (1710001),1270,N/a,5,1270-5-1
1720001,Waste carrier (1720001),1271,Control of Pollution (Amendment)  Act 1989 and Waste (England and Wales) Regulations 2011,5,1271-5-1
1720002,Waste carrier or broker (1720002),1271,Control of Pollution (Amendment) Act 1989 & Controlled Waste (Registration of Carriers and Seizure of Vehicles) Regulations SI 1991/1624,3,1271-3-1
1720003,Registration carrier / broker of controlled waste  (1720003),1271,The Controlled Waste (Registration of Carriers and Seizure of Vehicles Regulations (Northern Ireland) 1999,4,1271-4-1
1741001,Waste electrical and electronic equipment accreditation  scheme (1741001),1274,UK Waste Electrical and Electronic Equipment (WEEE) Regulations 2006 and Electronic Equipment (Amendment) Regulations 2007,5,1274-5-1
1741002,Waste electrical and electronic equipment accreditation  scheme (1741002),1274,UK Waste Electrical and Electronic Equipment (WEEE) Regulations 2006,3,1274-3-1
1741003,Waste electrical and electronic equipment accreditation  scheme (1741003),1274,Waste Electrical and Electronic Equipment Regs (NI) 2006,4,1274-4-1
1770001,Waste management (1770001),1275,"Waste Management Licensing Regulations 1994, Environmental Permitting(E&W) Regulations (2007)",5,1275-5-1
1770002,Waste management (1770002),1275,Environmental Protection Act 1990 (As Amended),3,1275-3-1
1770003,Waste management licence  (1770003),1275,"The Waste Management Licensing Regulations (Northern Ireland) 2003, Schedule 2, Part I ",4,1275-4-1
1060001,Packaging waste registration (1060001),1278,Producer Responsibility Obligations (Packaging Waste) Regulations 2007,5,1278-5-1
1060002,Waste packaging accreditation (1060002),1278,Producer Responsibility Obligations (Packaging Waste) Regulations 2007,3,1278-3-1
1060003,Waste packaging accreditation (1060003),1278,Producer Responsibility Obligations (Packaging Waste) Regulations 2007,4,1278-4-1
370001,Water discharge consents (370001),1280,Water Resources Act 1991,5,1280-5-1
370003,Water discharge consent (370003),1280,The Water (Northern Ireland) Order 1999,4,1280-4-1
441001,Water environment controlled activities (CAR) consents (441001),1280,Regulation 8 of the Water Environment (Controlled Activities) (Scotland) Regulations 2005,3,1280-3-1
140101,Animal movement (cattle) notification (140101),1292,"Disease Control (Interim Measures) (Scotland) Order SSI 2002/34, as most recently amended by The Disease Control (Interim Measures) (Scotland) Amendment (No- 3) Order 2007",6,1292-6-1
180001,Food premises approval (180001),1293,Food Hygiene (England) Regulations 2006 / Regulation (EC) No 853/2004,1,1293-1-1
180002,Food premises approval (180002),1293,Regulation (EC) No 853/2004,4,1293-4-1
180003,Food premises approval (180003),1293,Food Hygiene (Scotland) Regulations 2006 / Regulation (EC) No 853/2004,3,1293-3-1
180004,Food premises approval (180004),1293,Food Hygiene (Wales) Regulations 2006 / Regulation (EC) No 853/2004,2,1293-2-1
180301,Food premises approval (180301),1293,Food Hygiene (England) Regulations 2006 / Regulation (EC) No 853/2004,1,1293-1-1
180302,Food premises approval (180302),1293,Regulation (EC) No 853/2004,4,1293-4-1
180303,Food premises approval (180303),1293,Food Hygiene (Scotland) Regulations 2006 / Regulation (EC) No 853/2004,3,1293-3-1
180304,Food premises approval (180304),1293,Food Hygiene (Wales) Regulations 2006 / Regulation (EC) No 853/2004,2,1293-2-1
941001,"Massage and special treatment, therapist registration (941001)",1294,London Local Authorities Act 1991,1,1294-1-1
941111,"Massage and special treatment, therapist registration (941111)",1294,Byelaw under Local Government(Miscellaneous Provisions) Act 1982,5,1294-5-1
941131,"Massage and special treatment, therapist registration (941131)",1294,Nottinghamshire County Council Act 1985,1,1294-1-1
941141,"Massage and special treatment, therapist registration (941141)",1294,Worcester City Council Act 1985,1,1294-1-1
941301,"Massage and special treatment, therapist registration (941301)",1294,London Local Authorities Act 1991,1,1294-1-1
941411,"Massage and special treatment, therapist registration (941411)",1294,Byelaw under Local Government(Miscellaneous Provisions) Act 1982,5,1294-5-1
941431,"Massage and special treatment, therapist registration (941431)",1294,Nottinghamshire County Council Act 1985,1,1294-1-1
941441,"Massage and special treatment, therapist registration (941441)",1294,Worcester City Council Act 1985,1,1294-1-1
1400001,Road works licence (1400001),1295,Roads (Scotland)  Act 1984 Section 58,3,1295-3-1
1400003,Streetworks and running pipes/cables under road (1400003),1295,tbd,4,1295-4-1
1250001,Approval of premises for civil marriage and civil partnership (1250001),1296,The Marriages and Civil Partnerships (Approved Premises) Regulations 2005,5,1296-5-1
1250002,Approval of premises for civil marriage and civil partnership (1250002),1296,Marriage (NI) Regulations 2003 and The Civil Partnership Act 2004,4,1296-4-1
1250003,Approval of premises for civil marriage (1250003),1296,Marriage (Approval of Places) (Scotland) Regulations 2002,3,1296-3-1
1250301,Approval of premises for civil marriage and civil partnership (1250301),1296,The Marriages and Civil Partnerships (Approved Premises) Regulations 2005,5,1296-5-1
1250302,Approval of premises for civil marriage and civil partnership (1250302),1296,Marriage (NI) Regulations 2003 and The Civil Partnership Act 2004,4,1296-4-1
1250303,Approval of premises for civil marriage (1250303),1296,Marriage (Approval of Places) (Scotland) Regulations 2002,3,1296-3-1
1850001,Application to register as a children's social care provider: adoption support agency (1850001),1309,Care Standards Act 2000,1,1309-1-1
1852001,Application to register as a children's social care provider: independent fostering service (1852001),1310,Care Standards Act 2000,1,1310-1-1
1851001,Application to register as a children's social care provider: voluntary adoption agency (1851001),1311,Care Standards Act 2000,1,1311-1-1
491201,On-Construction Domestic Energy Assessor (OCDEA) (491201),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120159,On-Construction Domestic Energy Assessor (OCDEA) (49120159),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120160,On-Construction Domestic Energy Assessor (OCDEA) (49120160),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
