legal ref nr,Formality_name,LGSL_ID,Legislation,Numeric_Admins,New code?
49120161,On-Construction Domestic Energy Assessor (OCDEA) (49120161),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120163,On-Construction Domestic Energy Assessor (OCDEA) (49120163),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120164,On-Construction Domestic Energy Assessor (OCDEA) (49120164),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120166,On-Construction Domestic Energy Assessor (OCDEA) (49120166),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120167,On-Construction Domestic Energy Assessor (OCDEA) (49120167),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120168,On-Construction Domestic Energy Assessor (OCDEA) (49120168),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120169,On-Construction Domestic Energy Assessor (OCDEA) (49120169),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120170,On-Construction Domestic Energy Assessor (OCDEA) (49120170),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120171,On-Construction Domestic Energy Assessor (OCDEA) (49120171),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120172,On-Construction Domestic Energy Assessor (OCDEA) (49120172),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120173,On-Construction Domestic Energy Assessor (OCDEA) (49120173),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
491101,Domestic Energy Assessor - Existing Buildings (491101),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110159,Domestic Energy Assessor - Existing Buildings (49110159),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110163,Domestic Energy Assessor - Existing Buildings (49110163),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110164,Domestic Energy Assessor - Existing Buildings (49110164),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110166,Domestic Energy Assessor - Existing Buildings (49110166),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110169,Domestic Energy Assessor - Existing Buildings (49110169),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110170,Domestic Energy Assessor - Existing Buildings (49110170),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110171,Domestic Energy Assessor - Existing Buildings (49110171),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110172,Domestic Energy Assessor - Existing Buildings (49110172),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110173,Domestic Energy Assessor - Existing Buildings (49110173),1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
491501,Air Conditioning System Energy Assessor (491501),1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150158,Energy Assessor Scheme for the Inspection of Air Conditioning Systems (49150158),1314,Energy Performance of Buildings (Certificates and Inspections) (England & Wales) Regulations 2007,5,1314-5-1
49150161,Air Conditioning Inspector (49150161),1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150163,Air Conditioning System Energy Assessor (49150163),1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150166,Air Conditioning System Energy Assessor (49150166),1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150168,Air Conditioning System Energy Assessor (49150168),1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150171,Air Conditioning System Energy Assessor (49150171),1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150172,Air Conditioning System Energy Assessor (49150172),1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150358,Energy Assessor Scheme for the Inspection of Air Conditioning Systems (49150358),1314,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1314-5-1
49150361,Air Conditioning Inspector (49150361),1314,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1314-5-1
491401,Operational Ratings Assessor (Production of Display Energy Certificates) (491401),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140158,Operational Ratings Assessor (Production of Display Energy Certificates) (49140158),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140159,Operational Ratings Assessor (Production of Display Energy Certificates) (49140159),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140161,Operational Ratings Assessor (Production of Display Energy Certificates) (49140161),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140163,Operational Ratings Assessor (Production of Display Energy Certificates) (49140163),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140164,Operational Ratings Assessor (Production of Display Energy Certificates) (49140164),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140166,Operational Ratings Assessor (Production of Display Energy Certificates) (49140166),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140168,Operational Ratings Assessor (Production of Display Energy Certificates) (49140168),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140169,Operational Ratings Assessor (Production of Display Energy Certificates) (49140169),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140170,Operational Ratings Assessor (Production of Display Energy Certificates) (49140170),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140171,Operational Ratings Assessor (Production of Display Energy Certificates) (49140171),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140172,Operational Ratings Assessor (Production of Display Energy Certificates) (49140172),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140173,Operational Ratings Assessor (Production of Display Energy Certificates) (49140173),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140358,Operational Ratings Assessor (Production of Display Energy Certificates) (49140358),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140359,Operational Ratings Assessor (Production of Display Energy Certificates) (49140359),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140361,Operational Ratings Assessor (Production of Display Energy Certificates) (49140361),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140363,Operational Ratings Assessor (Production of Display Energy Certificates) (49140363),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140364,Operational Ratings Assessor (Production of Display Energy Certificates) (49140364),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140366,Operational Ratings Assessor (Production of Display Energy Certificates) (49140366),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140368,Operational Ratings Assessor (Production of Display Energy Certificates) (49140368),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140369,Operational Ratings Assessor (Production of Display Energy Certificates) (49140369),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140370,Operational Ratings Assessor (Production of Display Energy Certificates) (49140370),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140371,Operational Ratings Assessor (Production of Display Energy Certificates) (49140371),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140372,Operational Ratings Assessor (Production of Display Energy Certificates) (49140372),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140373,Operational Ratings Assessor (Production of Display Energy Certificates) (49140373),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
491301,Commercial (Non-Domestic) Energy Assessor  (491301),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130158,Commercial (Non-Domestic) Energy Assessor  (49130158),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130159,Commercial (Non-Domestic) Energy Assessor  (49130159),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130161,Commercial (Non-Domestic) Energy Assessor (49130161),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130163,Commercial (Non-Domestic) Energy Assessor  (49130163),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130164,Commercial (Non-Domestic) Energy Assessor  (49130164),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130166,Commercial (Non-Domestic) Energy Assessor  (49130166),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130168,Commercial (Non-Domestic) Energy Assessor  (49130168),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130169,Commercial (Non-Domestic) Energy Assessor  (49130169),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130170,Commercial (Non-Domestic) Energy Assessor  (49130170),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130171,Commercial (Non-Domestic) Energy Assessor  (49130171),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130172,Commercial (Non-Domestic) Energy Assessor  (49130172),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130173,Commercial (Non-Domestic) Energy Assessor  (49130173),1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130358,Commercial (Non-Domestic) Energy Assessor  (49130358),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130359,Commercial (Non-Domestic) Energy Assessor  (49130359),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130361,Commercial (Non-Domestic) Energy Assessor (49130361),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130363,Commercial (Non-Domestic) Energy Assessor  (49130363),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130364,Commercial (Non-Domestic) Energy Assessor  (49130364),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130366,Commercial (Non-Domestic) Energy Assessor  (49130366),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130368,Commercial (Non-Domestic) Energy Assessor  (49130368),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130369,Commercial (Non-Domestic) Energy Assessor  (49130369),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130370,Commercial (Non-Domestic) Energy Assessor  (49130370),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130371,Commercial (Non-Domestic) Energy Assessor  (49130371),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130372,Commercial (Non-Domestic) Energy Assessor  (49130372),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130373,Commercial (Non-Domestic) Energy Assessor  (49130373),1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
653001,Electricity Supply Licence (653001),1317,Electricity Act 1989,6,1317-6-1
652001,Electricity Transmission Licence (652001),1318,Electricity Act 1989,6,1318-6-1
655001,Electricty Interconnector (655001),1319,Electricity Act 1989,6,1319-6-1
656001,Electricity Distribution Licence (656001),1320,Electricity Act 1989,6,1320-6-1
654001,Electricity Generation Licence (654001),1321,Electricity Act 1989,6,1321-6-1
625001,Gas Interconnector (625001),1322,Gas Act 1986,6,1322-6-1
1830001,Certificate enabling a premises to offer tourist accommodation (1830001),1323,Tourism (Northern Ireland) Order 1992,4,1323-4-1
371001,Land drainage consents (371001),1324,Land Drainage Act 1991,5,1324-5-1
1761001,Hazardous Waste Disposal (1761001),1325,Hazardous Waste (England and Wales) Regulations 2005 (NB Amended in England in 2009),5,1325-5-1
1761002,Special Waste Disposal (1761002),1325,"Special Waste Regulations 1996, Special Waster Amendment (Scotland Regulations) 2006",3,1325-3-1
1761003,Hazardous Waste Disposal (1761003),1325,"Hazardous Waste (NI) Regulations 2005, The Controlled Waste (Duty of Care) (Amendment) Regulations (Northern Ireland) 2004",4,1325-4-1
890004,Integrated Pollution Prevention Control (IPPC) permit (890004),1326,The Pollution Prevention and Control Regulations (Northern Ireland) 2003,4,1326-4-1
1130002,Pollution prevention and control(PPC)- Part A (1130002),1327,Pollution Prevention and Control (Scotland) Regulations 2000,3,1327-3-1
1551001,PPC - Dry cleaning (1551001),1328,tbd,3,1328-3-1
1552001,PPC - Petrol Vapour Recovery (1552001),1329,tdb,3,1329-3-1
1550002,PPC - Solvent emissions (1550002),1330,Solvent Emissions (Scotland) Regulations 2004,3,1330-3-1
1635001,Transmissible spongiform encephalopathies testing (1635001),1331,Transmissible Spongiform Encephalopathies (Scotland) Regulations 2006,3,1331-3-1
1900001,"Hold, keep or release any of the specified species of non-native fish (1900001)",1332,Import of Live Fish Act 1980 and Prohibition of Keeping or Release of Live (Specified Species) Order 1998,7,1332-7-1
1880001,New Marina Application (1880001),1333,Transport Act 1962,6,1333-6-1
1890001,Day care settings (1890001),1334,Day Care Setting Regulations (Northern Ireland) 2007,4,1334-4-1
501001,Environmental permitting (national level) (501001),1336,"Environmental Permitting (England and Wales) Regulations, 2010",5,1336-5-1
261502,Scheme provider for certificate of design or construction (261502),1340,Building (Scotland) Act 2003,3,1340-3-1
1862001,Direct appointment as an approved certifier of design or construction (1862001),1341,Building (Scotland) Act 2003,3,1341-3-1
1864001,Scheme for certificate of design or construction (1864001),1342,Building (Scotland) Act 2003,3,1342-3-1
1950001,Raised structures (1950001),1343,Civic Government (Scotland) Act 1982,3,1343-3-1
1950301,Raised structures (1950301),1343,Civic Government (Scotland) Act 1982,3,remove
1960001,Certificate of fitness for properties built before 1945 (1960001),1344,"The Private Tenancies (Northern Ireland) Order 2006, Article 33(3), (4) & (5)-",4,1344-4-1
1960301,Certificate of fitness for properties built before 1945 (1960301),1344,"The Private Tenancies (Northern Ireland) Order 2006, Article 33(3), (4) & (5)-",4,remove
1820001,Postal operators (1820001),1346,Postal Services Act 2000,7,1346-7-1
2010001,Consents for leaflet distribution (2010001),1348,Clean Neighbourhood and Environment Act 2005,5,1348-5-1
2010301,Consents for leaflet distribution (2010301),1348,Clean Neighbourhood and Environment Act 2005,5,remove
2020001,Approval of a centre to offer SQA qualifications (2020001),1349,Education (Scotland) Act (1996),3,1349-3-1
2030001,Assembly Centre Approval (2030001),1350,Animals and Animal Products (Import and Export) Regulations (Northern Ireland) 2006 As amended,4,1350-4-1
1970001,Application for the Childcare Register: childminder (1970001),1351,Childcare Act 2006,1,1351-1-1
1980001,Application for the Childcare Register: childcare provider on domestic or non-domestic premises (1980001),1352,Childcare Act 2006,1,1352-1-1
1990001,Application for the Childcare Register: home childcarer (1990001),1353,Childcare Act 2006,1,1353-1-1
2060001,"Licenses and consents for structures over, along and under the highway (2060001)",1354,"Highways Act 1980, Sections 176-180",5,1354-5-1
2060301,"Licenses and consents for structures over, along and under the highway (2060301)",1354,"Highways Act 1980, Sections 176-180",5,remove
2050001,Declaration of compliance with NIEA greenfield soils guidance 1 (2050001),1356,"Waste and Contaminated Land (Northern Ireland) Order 1997, Duty of Care under the Controlled Waste (Duty of Care) regulations 2002 (as amended),The Controlled Waste (Registration of Carriers and Seizure of Vehicles) Regulations (Northern Ireland) 1999-",4,1356-4-1
8888881,Testing import 1 intially Mode 1 (8888881),8891,--- Test legislation  ABCD----,1,remove
8888882,Testing import 2 initailly mode1 (8888882),8892,--- Test legislation DEFG ----,1,remove
8888883,Testing import 3 initially Mode 2 (8888883),8893,--- Test legislation HIJK----,1,remove
8888884,Testing import 4 initially Mode 2 (8888884),8894,--- Test legislation LMNO----,1,remove
870001,"Licence to buy and sell salmon, trout, pike, eel or pollan (870001)",9000,Legislation Sections 113 and 114 of Fisheries Act (NI) 1966,4,9000-4-1
491302,Energy assessors - Non-Domestic (491302),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130257,Energy assessors - Non-Domestic (49130257),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130259,Energy assessors - Non-Domestic (49130259),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130260,Energy assessors - Non-Domestic (49130260),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130261,Energy assessors - Non-Domestic (49130261),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130263,Energy assessors - Non-Domestic (49130263),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130264,Energy assessors - Non-Domestic (49130264),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130265,Energy assessors - Non-Domestic (49130265),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130269,Energy assessors - Non-Domestic (49130269),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130270,Energy assessors - Non-Domestic (49130270),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130272,Energy assessors - Non-Domestic (49130272),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130273,Energy assessors - Non-Domestic (49130273),9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
491102,Energy assessors - Domestic (491102),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110257,Energy assessors - Domestic (49110257),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110259,Energy assessors - Domestic (49110259),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110260,Energy assessors - Domestic (49110260),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110262,Energy assessors - Domestic (49110262),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110263,Energy assessors - Domestic (49110263),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110264,Energy assessors - Domestic (49110264),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110269,Energy assessors - Domestic (49110269),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110270,Energy assessors - Domestic (49110270),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110272,Energy assessors - Domestic (49110272),9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
491303,Commercial (Non-Domestic) Energy Assessor  (491303),9995,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
9999995,Application to Test out the PSC (9999995),9995,Provision of Services Regulations 2009 Test Version,7,remove
491403,Operational Ratings Assessor (Production of Display Energy Certificates) (491403),9996,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
9999996,Application to Test out the PSC (9999996),9996,Provision of Services Regulations 2009 Test Version,7,remove
491503,Air Conditioning System Energy Assessor (491503),9997,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
9999997,Application to run a PSC demonstration (9999997),9997,Provision of Services Regulations 2009,7,remove
491103,Domestic Energy Assessor - Existing Buildings (491103),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
9999998,Application to run a PSC demonstration (9999998),9998,Provision of Services Regulations 2009,7,remove
49110359,Domestic Energy Assessor - Existing Buildings (49110359),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110363,Domestic Energy Assessor - Existing Buildings (49110363),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110364,Domestic Energy Assessor - Existing Buildings (49110364),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110366,Domestic Energy Assessor - Existing Buildings (49110366),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110369,Domestic Energy Assessor - Existing Buildings (49110369),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110370,Domestic Energy Assessor - Existing Buildings (49110370),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110371,Domestic Energy Assessor - Existing Buildings (49110371),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110372,Domestic Energy Assessor - Existing Buildings (49110372),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110373,Domestic Energy Assessor - Existing Buildings (49110373),9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
491203,On-Construction Domestic Energy Assessor (OCDEA) (491203),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120359,On-Construction Domestic Energy Assessor (OCDEA) (49120359),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120360,On-Construction Domestic Energy Assessor (OCDEA) (49120360),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120361,On-Construction Domestic Energy Assessor (OCDEA) (49120361),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120363,On-Construction Domestic Energy Assessor (OCDEA) (49120363),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120364,On-Construction Domestic Energy Assessor (OCDEA) (49120364),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120366,On-Construction Domestic Energy Assessor (OCDEA) (49120366),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120367,On-Construction Domestic Energy Assessor (OCDEA) (49120367),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120368,On-Construction Domestic Energy Assessor (OCDEA) (49120368),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120369,On-Construction Domestic Energy Assessor (OCDEA) (49120369),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120370,On-Construction Domestic Energy Assessor (OCDEA) (49120370),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120371,On-Construction Domestic Energy Assessor (OCDEA) (49120371),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120372,On-Construction Domestic Energy Assessor (OCDEA) (49120372),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120373,On-Construction Domestic Energy Assessor (OCDEA) (49120373),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
,Our new licence,8001,,7,8001-7-1